type,name,lat,lon,total,total_per_100k_inhabitants
D1,Dracena/SP,-21.4835523,-51.5334408,270,570.98145
1,Duartina/SP,-22.414562,-49.408355,1133,9121.64882
D1,Duartina/SP,-22.414562,-49.408355,28,225.42468
1,Duas Barras/RJ,-22.0522519,-42.5194705,282,2438.81346
D1,Duas Barras/RJ,-22.0522519,-42.5194705,7,60.53792
1,Duas Estradas/PB,-6.6883382,-35.4175255,575,16110.95545
D1,Duas Estradas/PB,-6.6883382,-35.4175255,17,476.32390
1,Dueré/TO,-11.341631,-49.271566,476,10157.91720
D1,Dueré/TO,-11.341631,-49.271566,10,213.40162
1,Dumont/SP,-21.2391417,-47.9747665,1567,15402.00511
D1,Dumont/SP,-21.2391417,-47.9747665,24,235.89542
1,Duque Bacelar/MA,-4.1542795,-42.946096,893,7798.44555
D1,Duque Bacelar/MA,-4.1542795,-42.946096,19,165.92437
1,Duque de Caxias/RJ,-22.7896225,-43.309929,28496,3065.90249
D1,Duque de Caxias/RJ,-22.7896225,-43.309929,1813,195.06181
1,Durandé/MG,-20.203611,-41.798055,1495,18928.84274
D1,Durandé/MG,-20.203611,-41.798055,12,151.93720
1,Dário Meira/BA,-14.4332181,-39.9028712,990,9567.99072
D1,Dário Meira/BA,-14.4332181,-39.9028712,20,193.29274
1,Echaporã/SP,-22.4325855,-50.2037693,806,13375.37338
D1,Echaporã/SP,-22.4325855,-50.2037693,25,414.86890
1,Ecoporanga/ES,-18.3720918,-40.8321351,4144,18216.98611
D1,Ecoporanga/ES,-18.3720918,-40.8321351,78,342.88729
1,Edealina/GO,-17.4239419,-49.6644011,762,20717.78140
D1,Edealina/GO,-17.4239419,-49.6644011,7,190.32083
1,Edéia/GO,-17.3407253,-49.9292351,2341,18640.01911
D1,Edéia/GO,-17.3407253,-49.9292351,32,254.79736
1,Eirunepé/AM,-6.6567654,-69.866161,4229,11707.87077
D1,Eirunepé/AM,-6.6567654,-69.866161,34,94.12807
1,Eldorado do Carajás/PA,-6.1029246,-49.3572487,776,2277.73049
D1,Eldorado do Carajás/PA,-6.1029246,-49.3572487,34,99.79747
1,Eldorado do Sul/RS,-29.9984639,-51.3091977,5820,13697.34055
D1,Eldorado do Sul/RS,-29.9984639,-51.3091977,140,329.48929
1,Eldorado/MS,-23.7838809,-54.2832024,1380,11087.00892
D1,Eldorado/MS,-23.7838809,-54.2832024,51,409.73729
1,Eldorado/SP,-24.522583,-48.1093489,1674,10736.27501
D1,Eldorado/SP,-24.522583,-48.1093489,27,173.16573
1,Elesbão Veloso/PI,-6.2032654,-42.1376937,708,4865.97938
D1,Elesbão Veloso/PI,-6.2032654,-42.1376937,32,219.93127
1,Elias Fausto/SP,-23.0416538,-47.3718002,1604,8864.32716
D1,Elias Fausto/SP,-23.0416538,-47.3718002,36,198.94999
1,Eliseu Martins/PI,-8.0984137,-43.6637067,301,6089.41938
D1,Eliseu Martins/PI,-8.0984137,-43.6637067,15,303.45944
1,Elisiário/SP,-21.1673392,-49.1111015,583,15579.90379
D1,Elisiário/SP,-21.1673392,-49.1111015,8,213.78942
1,Elísio Medrado/BA,-12.9469824,-39.520431,598,7356.37840
D1,Elísio Medrado/BA,-12.9469824,-39.520431,9,110.71473
1,Elói Mendes/MG,-21.6094466,-45.5660211,3676,12872.95139
D1,Elói Mendes/MG,-21.6094466,-45.5660211,62,217.11724
1,Emas/PB,-7.1071447,-37.7155578,305,8577.05287
D1,Emas/PB,-7.1071447,-37.7155578,5,140.60742
1,Embaúba/SP,-20.9819513,-48.837455,123,5028.61815
D1,Embaúba/SP,-20.9819513,-48.837455,10,408.83074
1,Embu das Artes/SP,-23.6495294,-46.8528497,10743,3846.89756
D1,Embu das Artes/SP,-23.6495294,-46.8528497,646,231.32233
1,Embu-Guaçu/SP,-23.8317997,-46.8156204,5199,7384.73339
D1,Embu-Guaçu/SP,-23.8317997,-46.8156204,216,306.80947
1,Emilianópolis/SP,-21.831436,-51.483168,389,12013.58863
D1,Emilianópolis/SP,-21.831436,-51.483168,8,247.06609
1,Encantado/RS,-29.2392716,-51.8744817,2932,12721.82931
D1,Encantado/RS,-29.2392716,-51.8744817,53,229.96485
1,Encanto/RN,-6.1107477,-38.3050953,768,13480.77936
D1,Encanto/RN,-6.1107477,-38.3050953,17,298.40267
1,Encruzilhada do Sul/RS,-30.53619325,-52.51564721101029,2592,9954.29932
D1,Encruzilhada do Sul/RS,-30.53619325,-52.51564721101029,79,303.39107
1,Encruzilhada/BA,-15.5322113,-40.9072488,766,4813.37187
D1,Encruzilhada/BA,-15.5322113,-40.9072488,21,131.95928
1,Engenheiro Beltrão/PR,-23.7996003,-52.2592684,1900,13608.36556
D1,Engenheiro Beltrão/PR,-23.7996003,-52.2592684,31,222.03123
1,Engenheiro Caldas/MG,-19.201389,-42.046944,861,7641.10756
D1,Engenheiro Caldas/MG,-19.201389,-42.046944,31,275.11537
1,Engenheiro Coelho/SP,-22.4896659,-47.2119005,2707,12467.75976
D1,Engenheiro Coelho/SP,-22.4896659,-47.2119005,57,262.52763
1,Engenheiro Navarro/MG,-17.286622,-43.9515719,286,3950.27624
D1,Engenheiro Navarro/MG,-17.286622,-43.9515719,9,124.30939
1,Engenheiro Paulo de Frontin/RJ,-22.5504556,-43.6783403,1791,12667.98699
D1,Engenheiro Paulo de Frontin/RJ,-22.5504556,-43.6783403,66,466.82699
1,Engenho Velho/RS,-27.7114504,-52.9125692,189,20278.96996
D1,Engenho Velho/RS,-27.7114504,-52.9125692,5,536.48069
1,Entre Folhas/MG,-19.6259301,-42.2321332,663,12316.55211
D1,Entre Folhas/MG,-19.6259301,-42.2321332,14,260.07802
1,Entre Rios de Minas/MG,-20.670834,-44.065556,1002,6482.08048
D1,Entre Rios de Minas/MG,-20.670834,-44.065556,21,135.85199
1,Entre Rios do Oeste/PR,-24.7002098,-54.2448233,537,11545.90411
D1,Entre Rios do Oeste/PR,-24.7002098,-54.2448233,6,129.00452
1,Entre Rios do Sul/RS,-27.5299266,-52.7325438,266,9765.05140
D1,Entre Rios do Sul/RS,-27.5299266,-52.7325438,4,146.84288
1,Entre Rios/BA,-11.9423743,-38.0836985,1874,4460.41796
D1,Entre Rios/BA,-11.9423743,-38.0836985,47,111.86747
1,Entre Rios/SC,-26.7236463,-52.5638445,736,22772.27723
D1,Entre Rios/SC,-26.7236463,-52.5638445,10,309.40594
1,Entre-Ijuís/RS,-28.361628,-54.2670019,1658,19856.28743
D1,Entre-Ijuís/RS,-28.361628,-54.2670019,29,347.30539
1,Envira/AM,-7.437889,-70.028143,2717,13095.23810
D1,Envira/AM,-7.437889,-70.028143,13,62.65664
1,Enéas Marques/PR,-25.9435584,-53.1637539,988,16728.75042
D1,Enéas Marques/PR,-25.9435584,-53.1637539,17,287.84287
1,Epitaciolândia/AC,-11.0289439,-68.7411519,1625,8562.09495
D1,Epitaciolândia/AC,-11.0289439,-68.7411519,36,189.68333
1,Equador/RN,-6.89071355,-36.66447219982531,543,8954.48549
D1,Equador/RN,-6.89071355,-36.66447219982531,6,98.94459
1,Erebango/RS,-27.8542708,-52.3029274,374,12558.76427
D1,Erebango/RS,-27.8542708,-52.3029274,4,134.31833
1,Erechim/RS,-27.6350143,-52.2737288,17306,16118.39654
D1,Erechim/RS,-27.6350143,-52.2737288,210,195.58900
1,Ereré/CE,-6.0311304,-38.3482173,944,13013.50979
D1,Ereré/CE,-6.0311304,-38.3482173,15,206.78246
1,Ermo/SC,-28.9860835,-49.6428985,413,20058.28072
D1,Ermo/SC,-28.9860835,-49.6428985,6,291.40359
1,Ernestina/RS,-28.498434,-52.5702451,262,8262.37780
D1,Ernestina/RS,-28.498434,-52.5702451,9,283.82214
1,Erval Grande/RS,-27.3910282,-52.5703742,385,8054.39331
D1,Erval Grande/RS,-27.3910282,-52.5703742,7,146.44351
1,Erval Seco/RS,-27.5511418,-53.506851,715,10676.42228
D1,Erval Seco/RS,-27.5511418,-53.506851,7,104.52441
1,Erval Velho/SC,-27.2747859,-51.4429712,933,21094.27990
D1,Erval Velho/SC,-27.2747859,-51.4429712,13,293.91816
1,Ervália/MG,-20.8400156,-42.653352,2010,10568.37899
D1,Ervália/MG,-20.8400156,-42.653352,37,194.54230
1,Escada/PE,-8.3594071,-35.2232683,1000,1434.69965
D1,Escada/PE,-8.3594071,-35.2232683,105,150.64346
1,Esmeralda/RS,-28.0543707,-51.1921896,301,9146.15618
D1,Esmeralda/RS,-28.0543707,-51.1921896,5,151.92950
1,Esmeraldas/MG,-19.7613111,-44.3145945,2846,3924.86761
D1,Esmeraldas/MG,-19.7613111,-44.3145945,156,215.13680
1,Espera Feliz/MG,-20.6494192,-41.9080693,2994,11840.07593
D1,Espera Feliz/MG,-20.6494192,-41.9080693,44,174.00245
1,Esperantina/PI,-3.8950963,-42.2370595,2929,7331.11406
D1,Esperantina/PI,-3.8950963,-42.2370595,88,220.25880
1,Esperantina/TO,-5.3658232,-48.5368181,789,6994.68085
D1,Esperantina/TO,-5.3658232,-48.5368181,21,186.17021
1,Esperantinópolis/MA,-4.8751875,-44.8801032,1182,6964.82234
D1,Esperantinópolis/MA,-4.8751875,-44.8801032,29,170.87974
1,Esperança Nova/PR,-23.7246134,-53.8105174,350,21432.94550
D1,Esperança Nova/PR,-23.7246134,-53.8105174,8,489.89590
1,Esperança do Sul/RS,-27.3617442,-53.9909736,344,12087.13985
D1,Esperança do Sul/RS,-27.3617442,-53.9909736,15,527.05552
1,Esperança/PB,-7.018517,-35.852193,5825,17447.43306
D1,Esperança/PB,-7.018517,-35.852193,90,269.57407
1,Espigão Alto do Iguaçu/PR,-25.4223729,-52.8376411,547,13743.71859
D1,Espigão Alto do Iguaçu/PR,-25.4223729,-52.8376411,7,175.87940
1,Espigão D'Oeste/RO,-11.532175,-61.0130935,4306,13044.92714
D1,Espigão D'Oeste/RO,-11.532175,-61.0130935,83,251.44658
1,Espinosa/MG,-14.9232007,-42.8093337,2309,7306.26839
D1,Espinosa/MG,-14.9232007,-42.8093337,45,142.39155
1,Esplanada/BA,-11.800614,-37.9453,2169,5722.65316
D1,Esplanada/BA,-11.800614,-37.9453,35,92.34341
1,Espumoso/RS,-28.7256962,-52.8453751,2710,17378.47890
D1,Espumoso/RS,-28.7256962,-52.8453751,52,333.46159
1,Espírito Santo do Dourado/MG,-22.046666,-45.950833,466,9856.17597
D1,Espírito Santo do Dourado/MG,-22.046666,-45.950833,16,338.40948
1,Espírito Santo do Pinhal/SP,-22.190871,-46.74767,5214,11688.74840
D1,Espírito Santo do Pinhal/SP,-22.190871,-46.74767,111,248.83987
1,Espírito Santo do Turvo/SP,-22.6939723,-49.4295067,476,9663.01259
D1,Espírito Santo do Turvo/SP,-22.6939723,-49.4295067,9,182.70402
1,Espírito Santo/RN,-6.3317917,-35.3096508,794,7588.64570
D1,Espírito Santo/RN,-6.3317917,-35.3096508,13,124.24735
1,Estação/RS,-27.9128965,-52.2606058,1104,18636.05672
D1,Estação/RS,-27.9128965,-52.2606058,21,354.49021
1,Esteio/RS,-29.8511627,-51.1778852,13339,16003.21528
D1,Esteio/RS,-29.8511627,-51.1778852,388,465.49573
1,Estiva Gerbi/SP,-22.2754831,-46.9525448,832,7230.38151
D1,Estiva Gerbi/SP,-22.2754831,-46.9525448,33,286.78196
1,Estiva/MG,-22.4638686,-46.0182101,2019,17685.70427
D1,Estiva/MG,-22.4638686,-46.0182101,25,218.99089
1,Estreito/MA,-6.5583016,-47.4432212,3562,8265.07646
D1,Estreito/MA,-6.5583016,-47.4432212,78,180.98708
1,Estrela Dalva/MG,-21.741666,-42.460833,223,9662.04506
D1,Estrela Dalva/MG,-21.741666,-42.460833,8,346.62045
1,Estrela Velha/RS,-29.1775802,-53.1597523,315,8639.60505
D1,Estrela Velha/RS,-29.1775802,-53.1597523,6,164.56391
1,Estrela d'Oeste/SP,-20.2860692,-50.3986216,1998,23729.21615
D1,Estrela d'Oeste/SP,-20.2860692,-50.3986216,32,380.04751
1,Estrela de Alagoas/AL,-9.3888972,-36.7616833,601,3283.43531
D1,Estrela de Alagoas/AL,-9.3888972,-36.7616833,18,98.33916
1,Estrela do Indaiá/MG,-19.5225,-45.7875,189,5426.35659
1,Estrela do Norte/GO,-13.8687665,-49.0690546,338,10390.40885
D1,Estrela do Norte/GO,-13.8687665,-49.0690546,4,122.96342
1,Estrela do Norte/SP,-22.4886301,-51.6606857,375,13518.38500
D1,Estrela do Norte/SP,-22.4886301,-51.6606857,6,216.29416
1,Estrela do Sul/MG,-18.7420499,-47.6900736,832,10326.42423
D1,Estrela do Sul/MG,-18.7420499,-47.6900736,22,273.05449
1,Estrela/RS,-29.5010545,-51.962226,4609,13294.29750
D1,Estrela/RS,-29.5010545,-51.962226,75,216.33159
1,Estância Velha/RS,-29.6529666,-51.1719687,7093,13828.66724
D1,Estância Velha/RS,-29.6529666,-51.1719687,150,292.44327
1,Estância/SE,-11.2682255,-37.4378341,7759,11097.12668
D1,Estância/SE,-11.2682255,-37.4378341,177,253.15007
1,Euclides da Cunha Paulista/SP,-22.55452,-52.592779,505,5441.81034
D1,Euclides da Cunha Paulista/SP,-22.55452,-52.592779,15,161.63793
1,Euclides da Cunha/BA,-10.5060835,-39.0129875,3688,6034.82131
D1,Euclides da Cunha/BA,-10.5060835,-39.0129875,62,101.45307
1,Eugenópolis/MG,-21.0968165,-42.1850985,1346,11824.65080
D1,Eugenópolis/MG,-21.0968165,-42.1850985,20,175.70061
1,Eugênio de Castro/RS,-28.5286033,-54.1475172,393,17012.98701
D1,Eugênio de Castro/RS,-28.5286033,-54.1475172,8,346.32035
1,Eunápolis/BA,-16.3722412,-39.575704,13639,11822.98890
D1,Eunápolis/BA,-16.3722412,-39.575704,241,208.91123
1,Eusébio/CE,-3.8889838,-38.4546585,10784,19594.80331
D1,Eusébio/CE,-3.8889838,-38.4546585,136,247.11547
1,Ewbank da Câmara/MG,-21.551389,-43.509722,388,9867.75178
D1,Ewbank da Câmara/MG,-21.551389,-43.509722,14,356.05290
1,Extrema/MG,-22.8549109,-46.3190079,12861,34160.26986
D1,Extrema/MG,-22.8549109,-46.3190079,134,355.91915
1,Extremoz/RN,-5.7092903,-35.3058914,4604,15722.96974
D1,Extremoz/RN,-5.7092903,-35.3058914,72,245.88484
1,Exu/PE,-7.515434,-39.722015,4649,14661.45258
D1,Exu/PE,-7.515434,-39.722015,60,189.22073
1,Fagundes Varela/RS,-28.8807515,-51.6987798,565,20545.45455
D1,Fagundes Varela/RS,-28.8807515,-51.6987798,4,145.45455
1,Fagundes/PB,-7.3577473,-35.7839735,1043,9329.15921
D1,Fagundes/PB,-7.3577473,-35.7839735,23,205.72451
1,Faina/GO,-15.4458005,-50.3633826,811,12425.31025
D1,Faina/GO,-15.4458005,-50.3633826,13,199.17267
1,Fama/MG,-21.4090398,-45.8322579,184,7750.63184
D1,Fama/MG,-21.4090398,-45.8322579,1,42.12300
1,Faria Lemos/MG,-20.8051202,-42.0127393,284,8869.45659
D1,Faria Lemos/MG,-20.8051202,-42.0127393,7,218.61337
1,Farias Brito/CE,-6.9272823,-39.5714222,2785,14407.65649
D1,Farias Brito/CE,-6.9272823,-39.5714222,60,310.39834
1,Faro/PA,-1.1091625500000002,-57.800250715708856,1133,16304.50425
D1,Faro/PA,-1.1091625500000002,-57.800250715708856,30,431.71679
1,Farol/PR,-24.0935055,-52.6232183,214,7145.24207
D1,Farol/PR,-24.0935055,-52.6232183,8,267.11185
1,Farroupilha/RS,-29.22647,-51.3468188,12818,17378.45386
D1,Farroupilha/RS,-29.22647,-51.3468188,185,250.82025
1,Fartura do Piauí/PI,-9.4839171,-42.7906894,187,3508.44278
D1,Fartura do Piauí/PI,-9.4839171,-42.7906894,5,93.80863
1,Fartura/SP,-23.390039,-49.5109023,2343,14550.98745
D1,Fartura/SP,-23.390039,-49.5109023,51,316.73084
1,Faxinal do Soturno/RS,-29.5771687,-53.445804,667,10028.56713
D1,Faxinal do Soturno/RS,-29.5771687,-53.445804,10,150.35333
1,Faxinal dos Guedes/SC,-26.8476897,-52.2604154,2335,21966.13358
D1,Faxinal dos Guedes/SC,-26.8476897,-52.2604154,43,404.51552
1,Faxinal/PR,-24.001065,-51.3223237,2937,16899.70654
D1,Faxinal/PR,-24.001065,-51.3223237,74,425.80125
1,Faxinalzinho/RS,-27.4240501,-52.6738684,345,15292.55319
D1,Faxinalzinho/RS,-27.4240501,-52.6738684,6,265.95745
1,Fazenda Nova/GO,-16.185602,-50.7795674,672,12282.94644
D1,Fazenda Nova/GO,-16.185602,-50.7795674,14,255.89472
1,Fazenda Rio Grande/PR,-25.645841,-49.3126653,17425,16795.18072
D1,Fazenda Rio Grande/PR,-25.645841,-49.3126653,479,461.68675
1,Fazenda Vilanova/RS,-29.588511,-51.821714,478,10213.67521
D1,Fazenda Vilanova/RS,-29.588511,-51.821714,9,192.30769
1,Feijó/AC,-8.1648652,-70.3539579,3393,9698.16498
D1,Feijó/AC,-8.1648652,-70.3539579,65,185.78860
1,Feira Grande/AL,-9.8944239,-36.6793255,815,3672.49459
D1,Feira Grande/AL,-9.8944239,-36.6793255,20,90.12257
1,Feira Nova do Maranhão/MA,-6.965082,-46.678577,1607,18892.54644
D1,Feira Nova do Maranhão/MA,-6.965082,-46.678577,10,117.56407
1,Feira Nova/PE,-7.9481471,-35.3871681,1609,7195.88551
D1,Feira Nova/PE,-7.9481471,-35.3871681,56,250.44723
1,Feira Nova/SE,-10.2629878,-37.3131265,246,4379.56204
D1,Feira Nova/SE,-10.2629878,-37.3131265,7,124.62168
1,Feira da Mata/BA,-14.2117024,-44.2822314,348,6152.75813
D1,Feira da Mata/BA,-14.2117024,-44.2822314,6,106.08204
1,Feira de Santana/BA,-12.2578934,-38.9598047,60964,9768.19680
D1,Feira de Santana/BA,-12.2578934,-38.9598047,1087,174.16885
1,Felipe Guerra/RN,-5.5979694,-37.6961704,1254,20868.69695
D1,Felipe Guerra/RN,-5.5979694,-37.6961704,17,282.90897
1,Felisburgo/MG,-16.638889,-40.760556,834,11049.28458
D1,Felisburgo/MG,-16.638889,-40.760556,17,225.22523
1,Felixlândia/MG,-18.7573983,-44.8991465,1488,9582.68934
D1,Felixlândia/MG,-18.7573983,-44.8991465,29,186.75940
1,Feliz Deserto/AL,-10.292494,-36.3028583,171,3560.27483
D1,Feliz Deserto/AL,-10.292494,-36.3028583,5,104.10160
1,Feliz Natal/MT,-12.3802463,-54.9389793,2114,14238.56671
D1,Feliz Natal/MT,-12.3802463,-54.9389793,32,215.53176
1,Feliz/RS,-29.4508908,-51.307713,2806,20439.97669
D1,Feliz/RS,-29.4508908,-51.307713,26,189.39394
1,Felício dos Santos/MG,-18.076111,-43.246666,283,6078.17869
D1,Felício dos Santos/MG,-18.076111,-43.246666,5,107.38832
1,Fernandes Pinheiro/PR,-25.4148066,-50.5489837,686,12335.91081
D1,Fernandes Pinheiro/PR,-25.4148066,-50.5489837,14,251.75328
1,Fernandes Tourinho/MG,-19.152778,-42.083056,124,3542.85714
D1,Fernandes Tourinho/MG,-19.152778,-42.083056,13,371.42857
1,Fernando Falcão/MA,-6.1512461,-44.9022436,860,8144.71067
D1,Fernando Falcão/MA,-6.1512461,-44.9022436,2,18.94119
1,Fernando Pedroza/RN,-5.6972558,-36.5316864,523,16975.00811
D1,Fernando Pedroza/RN,-5.6972558,-36.5316864,4,129.82798
1,Fernando Prestes/SP,-21.266061,-48.687384,971,16726.95952
D1,Fernando Prestes/SP,-21.266061,-48.687384,12,206.71835
1,Fernando de Noronha/PE,-3.8561012,-32.4248189,345,10987.26115
D1,Fernando de Noronha/PE,-3.8561012,-32.4248189,2,63.69427
1,Fernandópolis/SP,-20.2825647,-50.2500762,12759,18310.84960
D1,Fernandópolis/SP,-20.2825647,-50.2500762,364,522.38806
1,Fernão/SP,-22.3595388,-49.5209504,245,14088.55664
D1,Fernão/SP,-22.3595388,-49.5209504,1,57.50431
1,Ferraz de Vasconcelos/SP,-23.541056,-46.37097,10466,5268.27107
D1,Ferraz de Vasconcelos/SP,-23.541056,-46.37097,506,254.70525
1,Ferreira Gomes/AP,0.8580838,-51.1814,1590,19506.80898
D1,Ferreira Gomes/AP,0.8580838,-51.1814,7,85.87903
1,Ferreiros/PE,-7.449667,-35.2426004,1053,8619.84283
D1,Ferreiros/PE,-7.449667,-35.2426004,20,163.71971
1,Ferros/MG,-19.234984,-43.019542,495,5169.17293
D1,Ferros/MG,-19.234984,-43.019542,12,125.31328
1,Fervedouro/MG,-20.7292242,-42.2785942,1307,11774.77477
D1,Fervedouro/MG,-20.7292242,-42.2785942,18,162.16216
1,Figueira/PR,-23.8481018,-50.4059875,1156,15160.65574
D1,Figueira/PR,-23.8481018,-50.4059875,29,380.32787
1,Figueirão/MS,-18.67821,-53.6379864,234,7632.09393
D1,Figueirão/MS,-18.67821,-53.6379864,6,195.69472
1,Figueirópolis D'Oeste/MT,-15.443918,-58.739149,411,12049.25242
D1,Figueirópolis D'Oeste/MT,-15.443918,-58.739149,9,263.85224
1,Figueirópolis/TO,-12.1347916,-49.1737141,1014,19417.84757
D1,Figueirópolis/TO,-12.1347916,-49.1737141,20,382.99502
1,Filadélfia/BA,-10.7418885,-40.1304175,1071,6564.91357
D1,Filadélfia/BA,-10.7418885,-40.1304175,32,196.15055
1,Filadélfia/TO,-7.3395833,-47.496372,732,8232.11876
D1,Filadélfia/TO,-7.3395833,-47.496372,13,146.19883
1,Firmino Alves/BA,-14.9871017,-39.9242157,467,8278.67399
D1,Firmino Alves/BA,-14.9871017,-39.9242157,11,195.00089
1,Firminópolis/GO,-16.5753264,-50.3011286,1512,11114.37812
D1,Firminópolis/GO,-16.5753264,-50.3011286,36,264.62805
1,Flexeiras/AL,-9.2788679,-35.7235246,692,5396.55307
D1,Flexeiras/AL,-9.2788679,-35.7235246,20,155.96974
1,Flor da Serra do Sul/PR,-26.2589553,-53.308432,800,17455.81497
D1,Flor da Serra do Sul/PR,-26.2589553,-53.308432,25,545.49422
1,Flor do Sertão/SC,-26.7784693,-53.3478823,205,13015.87302
1,Flora Rica/SP,-21.6760063,-51.3804532,134,9591.98282
D1,Flora Rica/SP,-21.6760063,-51.3804532,7,501.07373
1,Floraí/PR,-23.3206134,-52.3009856,892,18267.45853
D1,Floraí/PR,-23.3206134,-52.3009856,12,245.75056
1,Floreal/SP,-20.6767063,-50.1455638,263,9119.27878
D1,Floreal/SP,-20.6767063,-50.1455638,7,242.71845
1,Flores da Cunha/RS,-29.030129,-51.1833349,6138,19577.69839
D1,Flores da Cunha/RS,-29.030129,-51.1833349,71,226.46083
1,Flores de Goiás/GO,-14.4580291,-47.0395396,296,1699.68418
D1,Flores de Goiás/GO,-14.4580291,-47.0395396,7,40.19523
1,Flores do Piauí/PI,-7.7945002,-42.9262287,188,4214.30173
D1,Flores do Piauí/PI,-7.7945002,-42.9262287,5,112.08249
1,Flores/PE,-7.862025,-37.9742806,1151,5090.21758
D1,Flores/PE,-7.862025,-37.9742806,38,168.05236
1,Floresta Azul/BA,-14.8602238,-39.6561384,893,8484.56057
D1,Floresta Azul/BA,-14.8602238,-39.6561384,20,190.02375
1,Floresta do Araguaia/PA,-7.5597065,-49.7032829,1421,6850.83406
D1,Floresta do Araguaia/PA,-7.5597065,-49.7032829,28,134.99180
1,Floresta do Piauí/PI,-7.4679466,-41.800522,99,3865.67747
D1,Floresta do Piauí/PI,-7.4679466,-41.800522,4,156.18899
1,Floresta/PE,-8.5998918,-38.5706775,2196,6557.57286
D1,Floresta/PE,-8.5998918,-38.5706775,31,92.57047
1,Floresta/PR,-23.6144046,-52.0819003,1529,22076.23448
D1,Floresta/PR,-23.6144046,-52.0819003,22,317.64366
1,Florestal/MG,-19.8878705,-44.4314766,288,3788.47672
D1,Florestal/MG,-19.8878705,-44.4314766,13,171.00763
1,Florestópolis/PR,-22.8663942,-51.3905121,1816,17528.95753
D1,Florestópolis/PR,-22.8663942,-51.3905121,38,366.79537
1,Floriano Peixoto/RS,-27.8603248,-52.0856015,206,12053.83265
D1,Floriano Peixoto/RS,-27.8603248,-52.0856015,1,58.51375
1,Floriano/PI,-6.7726534,-43.0070616,9220,15338.29083
D1,Floriano/PI,-6.7726534,-43.0070616,174,289.46449
1,Florianópolis/SC,-27.5973002,-48.5496098,101559,19662.00990
D1,Florianópolis/SC,-27.5973002,-48.5496098,1137,220.12530
1,Florânia/RN,-6.1268685,-36.8183238,1581,16178.87843
D1,Florânia/RN,-6.1268685,-36.8183238,19,194.43307
1,Florínea/SP,-22.9016004,-50.7268005,429,16305.58723
D1,Florínea/SP,-22.9016004,-50.7268005,13,494.10870
1,Flórida Paulista/SP,-21.614061,-51.1729548,1367,9152.38350
D1,Flórida Paulista/SP,-21.614061,-51.1729548,35,234.33315
1,Flórida/PR,-23.0861312,-51.9540843,399,14728.68217
D1,Flórida/PR,-23.0861312,-51.9540843,11,406.05389
1,Fonte Boa/AM,-2.55,-66.91321428571428,1628,9921.38461
D1,Fonte Boa/AM,-2.55,-66.91321428571428,44,268.14553
1,Fontoura Xavier/RS,-28.981655,-52.344455,1188,11668.79481
D1,Fontoura Xavier/RS,-28.981655,-52.344455,30,294.66654
1,Formiga/MG,-20.4648425,-45.4266753,12906,18991.70051
D1,Formiga/MG,-20.4648425,-45.4266753,271,398.78745
1,Formigueiro/RS,-29.9982245,-53.5029931,579,8814.12696
D1,Formigueiro/RS,-29.9982245,-53.5029931,14,213.12224
1,Formosa da Serra Negra/MA,-6.4437601,-46.1905789,1478,7608.75161
D1,Formosa da Serra Negra/MA,-6.4437601,-46.1905789,9,46.33205
1,Formosa do Oeste/PR,-24.2966562,-53.312801,931,14672.97084
D1,Formosa do Oeste/PR,-24.2966562,-53.312801,22,346.72971
1,Formosa do Rio Preto/BA,-11.0414544,-45.1903983,1622,6211.94133
D1,Formosa do Rio Preto/BA,-11.0414544,-45.1903983,32,122.55371
1,Formosa do Sul/SC,-26.6478829,-52.7934366,444,17896.00967
D1,Formosa do Sul/SC,-26.6478829,-52.7934366,8,322.45062
1,Formosa/GO,-15.5492443,-47.3301212,11766,9360.00955
D1,Formosa/GO,-15.5492443,-47.3301212,298,237.06296
1,Formoso do Araguaia/TO,-11.8059989,-49.5257153,3711,20214.62033
D1,Formoso do Araguaia/TO,-11.8059989,-49.5257153,67,364.96350
1,Formoso/GO,-13.6499059,-48.8775481,590,14397.26696
D1,Formoso/GO,-13.6499059,-48.8775481,19,463.64080
1,Formoso/MG,-14.9513078,-46.234247,268,2731.90622
D1,Formoso/MG,-14.9513078,-46.234247,10,101.93680
1,Forquetinha/RS,-29.3818754,-52.1008021,253,10590.20511
D1,Forquetinha/RS,-29.3818754,-52.1008021,8,334.86815
1,Forquilha/CE,-3.799447,-40.263405,1832,7423.01459
D1,Forquilha/CE,-3.799447,-40.263405,80,324.14911
1,Forquilhinha/SC,-28.7487602,-49.4737661,6945,25143.91224
D1,Forquilhinha/SC,-28.7487602,-49.4737661,63,228.08732
1,Fortaleza de Minas/MG,-20.849166,-46.712222,515,11547.08520
D1,Fortaleza de Minas/MG,-20.849166,-46.712222,8,179.37220
1,Fortaleza dos Nogueiras/MA,-6.9643779,-46.1703933,1454,11483.17801
